,Bus_Route_Name,Bus_Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Available
490,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),0 days 01:50:00,05h 55m,0 days 07:45:00,4.4,650.00,2
491,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),0 days 02:15:00,05h 55m,0 days 08:10:00,4.7,453.00,23
492,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),0 days 02:30:00,06h 00m,0 days 08:30:00,5.0,585.00,15
493,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),0 days 02:30:00,06h 15m,0 days 08:45:00,5.0,585.00,15
494,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),0 days 02:45:00,05h 40m,0 days 08:25:00,3.9,543.00,14
495,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),0 days 02:45:00,05h 35m,0 days 08:20:00,4.9,513.00,36
496,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),0 days 02:50:00,06h 05m,0 days 08:55:00,4.0,474.00,7
497,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),0 days 02:50:00,06h 10m,0 days 09:00:00,4.8,474.00,7
498,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Laxmi holidays,VE A/C Semi Sleeper (2+2),0 days 23:50:00,05h 40m,0 days 05:30:00,4.2,1139.00,29
499,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),0 days 23:55:00,06h 05m,0 days 06:00:00,4.6,569.00,39
500,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),0 days 23:55:00,06h 04m,0 days 05:59:00,4.6,569.00,39
501,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD),A/C Semi Sleeper (2+2),0 days 00:29:00,06h 46m,0 days 07:15:00,2.5,999.00,1
502,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD),A/C Semi Sleeper (2+2),0 days 00:29:00,06h 01m,0 days 06:30:00,2.5,999.00,17
503,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,Chandigarh Transport Undertaking (CTU) - 165791,HVAC Seater (2+3),0 days 07:55:00,05h 35m,0 days 13:30:00,4.0,397.15,46
504,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,Chandigarh Transport Undertaking (CTU) - 165793,HVAC Seater (2+3),0 days 09:00:00,05h 30m,0 days 14:30:00,3.9,397.15,46
505,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,Chandigarh Transport Undertaking (CTU) - 165795,HVAC Seater (2+3),0 days 10:00:00,05h 30m,0 days 15:30:00,3.7,397.15,45
506,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,NueGo,Electric A/C Seater (2+2),0 days 00:00:00,03h 55m,0 days 03:55:00,3.8,382.00,39
507,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,City Land Travels,A/C Seater/Sleeper (2+1),0 days 01:50:00,06h 00m,0 days 07:50:00,3.6,540.00,10
508,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),0 days 03:55:00,06h 25m,0 days 10:20:00,3.5,750.00,2
509,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,NueGo,Electric A/C Seater (2+2),0 days 06:30:00,04h 25m,0 days 10:55:00,3.8,382.00,36
510,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,NueGo,Electric A/C Seater (2+2),0 days 07:05:00,03h 50m,0 days 10:55:00,4.9,382.00,36
511,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,NueGo,Electric A/C Seater (2+2),0 days 15:00:00,04h 55m,0 days 19:55:00,3.6,382.00,36
512,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,NueGo,Electric A/C Seater (2+2),0 days 16:00:00,03h 55m,0 days 19:55:00,4.7,382.00,36
513,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,NueGo,Electric A/C Seater (2+2),0 days 23:00:00,04h 55m,0 days 03:55:00,4.4,382.00,42
514,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,Zimindara Travels,AC Sleeper (2+1),0 days 23:00:00,06h 30m,0 days 05:30:00,3.3,649.00,34
515,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,Laxmi holidays,VE A/C Semi Sleeper (2+2),0 days 23:55:00,05h 50m,0 days 05:45:00,4.2,759.00,32
516,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,City Land Travels,A/C Seater/Sleeper (2+1),0 days 04:15:00,06h 05m,0 days 10:20:00,2.5,647.00,3
517,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,City Land Travels,Volvo A/C Semi Sleeper (2+2),0 days 23:55:00,06h 05m,0 days 06:00:00,2.8,479.00,32
518,Chandigarh to Baijnath,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,HRTC - 1531,Ordinary 3+2 Non AC Seater,0 days 06:48:00,09h 37m,0 days 16:25:00,3.9,497.00,37
519,Chandigarh to Baijnath,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,HRTC - 1514,Ordinary 3+2 Non AC Seater,0 days 16:00:00,08h 45m,0 days 00:45:00,3.9,518.00,37
520,Chandigarh to Baijnath,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,HRTC - 1505,Ordinary 3+2 Non AC Seater,0 days 20:16:00,07h 44m,0 days 04:00:00,3.9,488.00,37
521,Chandigarh to Baijnath,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,HRTC - 1150,Ordinary 3+2 Non AC Seater,0 days 20:30:00,08h 45m,0 days 05:15:00,2.9,493.00,37
522,Chandigarh to Baijnath,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),0 days 01:00:00,06h 45m,0 days 07:45:00,4.1,550.00,22
523,Chandigarh to Baijnath,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),0 days 01:05:00,06h 30m,0 days 07:35:00,4.7,630.00,13
524,Chandigarh to Baijnath,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,Northern Travels,Volvo A/C Semi Sleeper (2+2),0 days 01:20:00,06h 20m,0 days 07:40:00,3.5,529.00,13
525,Chandigarh to Baijnath,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),0 days 01:25:00,06h 50m,0 days 08:15:00,4.8,630.00,13
526,Chandigarh to Baijnath,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),0 days 01:30:00,06h 00m,0 days 07:30:00,4.1,665.00,6
527,Chandigarh to Baijnath,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),0 days 02:00:00,06h 30m,0 days 08:30:00,3.6,648.00,3
528,Chandigarh to Baijnath,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),0 days 23:55:00,06h 35m,0 days 06:30:00,4.4,569.00,49
529,Chandigarh to Baijnath,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,City Land Travels,Volvo A/C Semi Sleeper (2+2),0 days 00:40:00,05h 40m,0 days 06:20:00,2.9,540.00,12
530,Chandigarh to Baijnath,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),0 days 01:10:00,05h 50m,0 days 07:00:00,2.2,564.00,34
531,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,HRTC - 1402,Ordinary 3+2 Non AC Seater,0 days 10:40:00,10h 20m,0 days 21:00:00,3.9,430.00,37
532,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,HRTC - 1405,Ordinary 3+2 Non AC Seater,0 days 12:30:00,11h 15m,0 days 23:45:00,3.9,515.00,37
533,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,HRTC - 1403,Ordinary 3+2 Non AC Seater,0 days 14:20:00,09h 10m,0 days 23:30:00,3.9,439.00,37
534,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,HRTC - 1414,Ordinary 3+2 Non AC Seater,0 days 14:50:00,09h 09m,0 days 23:59:00,3.9,416.00,37
535,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,HRTC - 1455,A/C Executive (2+3),0 days 15:45:00,08h 45m,0 days 00:30:00,3.9,436.00,39
536,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,HRTC - 1416,Ordinary 3+2 Non AC Seater,0 days 16:30:00,07h 40m,0 days 00:10:00,3.9,436.00,37
537,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,HRTC - 1401,Ordinary 3+2 Non AC Seater,0 days 16:40:00,08h 10m,0 days 00:50:00,3.9,426.00,37
538,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,HRTC - 1421,Himsuta AC Seater Volvo/Scania 2+2,0 days 18:00:00,07h 40m,0 days 01:40:00,3.9,791.00,32
539,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,HRTC - 1024,A/C Executive (2+3),0 days 21:30:00,06h 45m,0 days 04:15:00,3.5,466.00,42
540,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,0 days 22:50:00,05h 10m,0 days 04:00:00,3.9,786.00,32
541,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165786,HVAC Seater (2+3),0 days 13:44:00,06h 16m,0 days 20:00:00,3.9,401.90,46
542,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),0 days 00:00:00,04h 30m,0 days 04:30:00,4.4,616.00,12
543,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,New Pal Travels,A/C Sleeper (2+1),0 days 00:25:00,05h 05m,0 days 05:30:00,3.5,679.00,18
544,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),0 days 00:30:00,04h 20m,0 days 04:50:00,3.5,684.00,8
545,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Sonali Holidays,Bharat Benz A/C Seater / Sleeper (2+2),0 days 00:30:00,04h 12m,0 days 04:42:00,4.0,699.00,50
546,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Baru travels,A/C Seater / Sleeper (2+2),0 days 00:35:00,04h 30m,0 days 05:05:00,3.8,699.00,10
547,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),0 days 04:50:00,04h 05m,0 days 08:55:00,4.1,700.00,39
548,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,RAJDHANI TRANSPORT,NON A/C Seater (2+3),0 days 06:34:00,05h 56m,0 days 12:30:00,4.0,330.00,51
549,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),0 days 06:55:00,04h 30m,0 days 11:25:00,4.2,630.00,37
550,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,RAJDHANI TRANSPORT,NON A/C Seater (2+3),0 days 07:12:00,06h 08m,0 days 13:20:00,4.0,330.00,51
551,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,RAJDHANI TRANSPORT,NON A/C Seater (2+3),0 days 07:18:00,05h 12m,0 days 12:30:00,4.0,330.00,51
552,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),0 days 08:25:00,04h 20m,0 days 12:45:00,3.9,550.00,40
553,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),0 days 14:35:00,04h 40m,0 days 19:15:00,3.8,550.00,45
554,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Khurana Bus Service,Volvo A/C (2+2),0 days 16:00:00,05h 10m,0 days 21:10:00,3.5,638.00,32
555,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,GK Travels,A/C Seater/Sleeper (2+1),0 days 17:00:00,06h 15m,0 days 23:15:00,3.6,699.00,34
556,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,GK Travels,A/C Seater/Sleeper (2+1),0 days 17:00:00,06h 10m,0 days 23:10:00,3.6,699.00,34
557,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Zimindara Travels,AC Sleeper (2+1),0 days 17:30:00,05h 30m,0 days 23:00:00,4.4,649.00,35
558,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Lavish Travels,A/C Seater / Sleeper (2+2),0 days 19:35:00,05h 40m,0 days 01:15:00,3.5,539.00,42
559,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 20:00:00,06h 00m,0 days 02:00:00,4.1,488.00,39
560,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 20:30:00,04h 50m,0 days 01:20:00,4.3,608.00,39
561,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),0 days 20:40:00,04h 50m,0 days 01:30:00,4.9,469.00,35
562,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),0 days 21:00:00,03h 30m,0 days 00:30:00,3.4,1000.00,24
563,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,City Land Travels,A/C Seater/Sleeper (2+1),0 days 21:25:00,04h 55m,0 days 02:20:00,3.6,540.00,32
564,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),0 days 21:50:00,06h 05m,0 days 03:55:00,3.7,750.00,28
565,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),0 days 22:00:00,04h 00m,0 days 02:00:00,4.6,770.00,36
566,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Travel Point,A/C Seater / Sleeper (2+2),0 days 22:00:00,04h 15m,0 days 02:15:00,3.5,904.00,50
567,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),0 days 22:30:00,04h 15m,0 days 02:45:00,4.1,799.00,12
568,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),0 days 22:40:00,05h 00m,0 days 03:40:00,4.4,606.00,33
569,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Moon Light Travels Katra,A/C Sleeper (2+1),0 days 22:45:00,05h 45m,0 days 04:30:00,4.3,584.00,26
570,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),0 days 22:50:00,06h 05m,0 days 04:55:00,3.7,800.00,38
571,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Jamna Travels-Jammu,AshokLeyland Stile A/C,0 days 23:00:00,05h 30m,0 days 04:30:00,3.6,560.00,18
572,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Jamna Travels-Jammu,AshokLeyland Stile A/C,0 days 23:00:00,05h 30m,0 days 04:30:00,3.5,699.00,18
573,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,City Land Travels,A/C Seater/Sleeper (2+1),0 days 23:00:00,05h 15m,0 days 04:15:00,4.0,531.00,36
574,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Shiv Mohan Travels,AC Sleeper (2+1),0 days 23:15:00,05h 00m,0 days 04:15:00,4.3,890.00,36
575,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Gola Bus Service,A/C Seater/Sleeper (2+1),0 days 23:15:00,04h 35m,0 days 03:50:00,3.6,399.00,34
576,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Zimindara Travels,AC Sleeper (2+1),0 days 23:20:00,05h 00m,0 days 04:20:00,4.1,618.10,24
577,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),0 days 23:25:00,04h 55m,0 days 04:20:00,4.5,618.00,45
578,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,IntrCity SmartBus,AC Sleeper (2+1),0 days 23:25:00,04h 50m,0 days 04:15:00,4.3,719.00,36
579,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Ashok Bus Service,VE A/C Seater / Sleeper (2+1),0 days 23:30:00,04h 20m,0 days 03:50:00,3.6,449.00,37
580,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Ram Dalal Holidays,A/C Seater/Sleeper (2+1),0 days 23:30:00,04h 00m,0 days 03:30:00,4.8,370.00,32
581,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,IntrCity SmartBus,AC Sleeper (2+1),0 days 23:30:00,04h 50m,0 days 04:20:00,4.3,713.00,31
582,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,New Pal Travels,A/C Sleeper (2+2),0 days 23:30:00,05h 30m,0 days 05:00:00,3.5,893.00,44
583,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Awadh Travels,A/C Sleeper (2+2),0 days 23:40:00,04h 20m,0 days 04:00:00,4.0,1019.00,46
584,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),0 days 23:43:00,03h 57m,0 days 03:40:00,4.1,799.00,40
585,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),0 days 23:45:00,04h 00m,0 days 03:45:00,4.3,469.00,46
586,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),0 days 23:45:00,05h 30m,0 days 05:15:00,3.4,699.00,24
587,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Radhe Travels,Bharat Benz A/C Sleeper (2+1),0 days 23:45:00,04h 55m,0 days 04:40:00,3.8,538.00,30
588,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Radhe Travels,Bharat Benz A/C Sleeper (2+1),0 days 23:45:00,05h 30m,0 days 05:15:00,3.8,538.00,30
589,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,DS Hari Travels,A/C Seater / Sleeper (2+2),0 days 23:55:00,05h 25m,0 days 05:20:00,3.0,500.00,48
590,Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),0 days 23:55:00,03h 45m,0 days 03:40:00,4.4,855.00,29
591,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh Transport Undertaking (CTU) - 165785,HVAC Seater (2+3),0 days 07:50:00,06h 00m,0 days 13:50:00,4.0,401.90,47
592,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,HRTC - 1517,Ordinary 3+2 Non AC Seater,0 days 15:35:00,07h 30m,0 days 23:05:00,2.4,426.00,37
593,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,New Pal Travels,A/C Sleeper (2+2),0 days 00:05:00,04h 55m,0 days 05:00:00,3.5,945.00,1
594,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Ram Dalal Holidays,A/C Seater/Sleeper (2+1),0 days 00:05:00,03h 55m,0 days 04:00:00,4.5,585.00,11
595,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),0 days 00:20:00,04h 10m,0 days 04:30:00,4.1,849.00,2
596,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,City Land Travels,A/C Seater/Sleeper (2+1),0 days 00:20:00,03h 40m,0 days 04:00:00,3.6,809.00,7
597,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Lavish Travels,A/C Seater / Sleeper (2+2),0 days 01:00:00,04h 20m,0 days 05:20:00,3.5,472.00,30
598,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),0 days 01:00:00,04h 25m,0 days 05:25:00,3.7,424.00,9
599,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),0 days 01:29:00,05h 16m,0 days 06:45:00,3.4,699.00,12
600,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Ashok Bus Service,VE A/C Seater / Sleeper (2+1),0 days 01:30:00,04h 30m,0 days 06:00:00,3.6,349.00,16
601,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Shiv Mohan Travels,AC Sleeper (2+1),0 days 01:30:00,04h 30m,0 days 06:00:00,4.3,720.00,35
602,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Gola Bus Service,VE A/C Seater / Sleeper (2+1),0 days 02:05:00,04h 40m,0 days 06:45:00,4.4,399.00,24
603,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 02:25:00,04h 25m,0 days 06:50:00,4.3,499.00,10
604,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),0 days 02:30:00,04h 40m,0 days 07:10:00,3.9,462.00,17
605,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),0 days 02:30:00,04h 30m,0 days 07:00:00,4.7,855.00,13
606,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Awadh Travels,A/C Sleeper (2+2),0 days 02:30:00,05h 30m,0 days 08:00:00,4.0,764.00,36
607,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),0 days 03:10:00,05h 20m,0 days 08:30:00,4.2,684.00,18
608,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),0 days 03:30:00,03h 30m,0 days 07:00:00,4.1,799.00,4
609,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 03:35:00,04h 35m,0 days 08:10:00,4.3,584.00,6
610,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),0 days 03:45:00,04h 25m,0 days 08:10:00,3.5,570.00,9
611,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),0 days 09:00:00,04h 20m,0 days 13:20:00,4.2,595.00,43
612,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),0 days 13:00:00,04h 35m,0 days 17:35:00,3.7,700.00,49
613,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,RAJDHANI TRANSPORT,NON A/C Seater (2+3),0 days 13:00:00,06h 00m,0 days 19:00:00,4.0,330.00,51
